source_id	source_name	human_classification	canonical_taxid	canonical_taxon_name	lookup_name
7feffa38-6094-e511-814c-000c2902c387	Mammarenavirus tacaribeense	RG2	3052328	Mammarenavirus tacaribeense	Tacaribe mammarenavirus
7feffa38-6094-e511-814c-000c2902c387	Mammarenavirus tacaribeense	RG2	3052328	Mammarenavirus tacaribeense	Tacaribe virus
801150e5-5f94-e511-814c-000c2902c387	Alphainfluenzavirus influenzae H9N2	RG2	102796	H9N2 subtype	Alphainfluenzavirus influenzae H9N2
802026bd-0b6e-f011-8184-0050568253d3	Betacoronavirus gravedinis (human coronavirus OC43)	RG2	31631	Human coronavirus OC43	Betacoronavirus gravedinis (human coronavirus OC43)
802026bd-0b6e-f011-8184-0050568253d3	Betacoronavirus gravedinis (human coronavirus OC43)	RG2	31631	Human coronavirus OC43	HCoV-OC43
802026bd-0b6e-f011-8184-0050568253d3	Betacoronavirus gravedinis (human coronavirus OC43)	RG2	31631	Human coronavirus OC43	HCoV_OC43
805df33e-6094-e511-814c-000c2902c387	Uukuvirus tyulenyense	RG2	3052809	Uukuvirus tyulenyense	Zaliv Terpeniya uukuvirus
805df33e-6094-e511-814c-000c2902c387	Uukuvirus tyulenyense	RG2	3052809	Uukuvirus tyulenyense	Zaliv Terpeniya virus
80fa69c7-5f94-e511-814c-000c2902c387	Erbovirus aequirhi	RG1	3428567	Erbovirus aequirhi	Equine rhinitis B virus
80fa69c7-5f94-e511-814c-000c2902c387	Erbovirus aequirhi	RG1	3428567	Erbovirus aequirhi	Equine rhinovirus
80fa69c7-5f94-e511-814c-000c2902c387	Erbovirus aequirhi	RG1	3428567	Erbovirus aequirhi	Erbovirus aequirhi
814e0c27-6094-e511-814c-000c2902c387	Phlebovirus riograndense	RG2	3052677	Phlebovirus riograndense	Rio Grande virus
8157fed6-8307-e811-8116-0050568253d3	Orthobunyavirus encephalitidis	RG2	3052390	Orthobunyavirus encephalitidis	California encephalitis orthobunyavirus
8157fed6-8307-e811-8116-0050568253d3	Orthobunyavirus encephalitidis	RG2	3052390	Orthobunyavirus encephalitidis	California encephalitis virus
81636b6c-231e-e811-8116-0050568253d3	Paraavulavirus hongkongense	RG1	3052593	Paraavulavirus hongkongense	Avian avulavirus 4
81636b6c-231e-e811-8116-0050568253d3	Paraavulavirus hongkongense	RG1	3052593	Paraavulavirus hongkongense	Avian paraavulavirus 4
81636b6c-231e-e811-8116-0050568253d3	Paraavulavirus hongkongense	RG1	3052593	Paraavulavirus hongkongense	Avian paramyxovirus 4
81c9eb44-6094-e511-814c-000c2902c387	Alphavirus western	RG3	3426323	Alphavirus western	Alphavirus western
81cbeb44-6094-e511-814c-000c2902c387	Orthoflavivirus flavi	RG3	3046277	Orthoflavivirus flavi	Flavivirus febricis
81cbeb44-6094-e511-814c-000c2902c387	Orthoflavivirus flavi	RG3	3046277	Orthoflavivirus flavi	Yellow fever virus
8277d14c-01e4-e711-8113-0050568253d3	Betabaculovirus disaccharalis	RG1	3047795	Betabaculovirus disaccharalis	Diatraea saccharalis granulovirus
82d200e8-02e4-e711-8113-0050568253d3	Betabaculovirus spofrugiperdae	RG1	3048334	Betabaculovirus spofrugiperdae	Spodoptera frugiperda granulovirus
833647eb-5f94-e511-814c-000c2902c387	Vesiculovirus jurona	RG2	1972568	Vesiculovirus jurona	Jurona vesiculovirus
833647eb-5f94-e511-814c-000c2902c387	Vesiculovirus jurona	RG2	1972568	Vesiculovirus jurona	Jurona virus
837a181b-6094-e511-814c-000c2902c387	Orthobunyavirus patoisense	RG2	3052431	Orthobunyavirus patoisense	Patois orthobunyavirus
837a181b-6094-e511-814c-000c2902c387	Orthobunyavirus patoisense	RG2	3052431	Orthobunyavirus patoisense	Patois virus
83853203-6094-e511-814c-000c2902c387	Orthoflavivirus modocense	RG2	3048205	Orthoflavivirus modocense	Modoc virus
84c36dbb-5f94-e511-814c-000c2902c387	Gyrovirus chickenanemia	RG1	3047743	Gyrovirus chickenanemia	Chicken anemia virus
85bab944-2dda-ed11-8165-0050568253d3	Henipavirus cedarense	RG2	3052221	Henipavirus cedarense	Cedar henipavirus
85bab944-2dda-ed11-8165-0050568253d3	Henipavirus cedarense	RG2	3052221	Henipavirus cedarense	Cedar virus
8654ae62-9fad-ef11-817c-0050568253d3	Alphainfluenzavirus influenzae H15N9	RG2	173714	H15N9 subtype	Alphainfluenzavirus influenzae H15N9
86906bc1-5f94-e511-814c-000c2902c387	Orthonairovirus dugbeense	RG3	3052514	Orthonairovirus dugbeense	Dugbe orthonairovirus
86906bc1-5f94-e511-814c-000c2902c387	Orthonairovirus dugbeense	RG3	3052514	Orthonairovirus dugbeense	Dugbe virus
86965cd3-5f94-e511-814c-000c2902c387	Orthobunyavirus guaroaense	RG2	3052397	Orthobunyavirus guaroaense	Guaroa orthobunyavirus
86965cd3-5f94-e511-814c-000c2902c387	Orthobunyavirus guaroaense	RG2	3052397	Orthobunyavirus guaroaense	Guaroa virus
872a7fa9-5f94-e511-814c-000c2902c387	Orthoflavivirus bagazaense	RG2	3047385	Orthoflavivirus bagazaense	Bagaza virus
87967daf-5f94-e511-814c-000c2902c387	Aphthovirus bogeli	RG1	1155188	Bovine rhinitis A virus	Bovine rhinitis A virus
87967daf-5f94-e511-814c-000c2902c387	Aphthovirus bogeli	RG1	3426398	Aphthovirus bogeli	Aphthovirus bogeli
87967daf-5f94-e511-814c-000c2902c387	Aphthovirus bogeli	RG1	3426398	Aphthovirus bogeli	Bovine rhinovirus 3
87ba34fd-5f94-e511-814c-000c2902c387	Mammarenavirus praomyidis	RG3	3052325	Mammarenavirus praomyidis	Mobala mammarenavirus
87ba34fd-5f94-e511-814c-000c2902c387	Mammarenavirus praomyidis	RG3	3052325	Mammarenavirus praomyidis	Mobala virus
8839280f-6094-e511-814c-000c2902c387	Macavirus ovinegamma2	RG1	3050332	Macavirus ovinegamma2	Ovine gammaherpesvirus 2
8839280f-6094-e511-814c-000c2902c387	Macavirus ovinegamma2	RG1	3050332	Macavirus ovinegamma2	Ovine herpesvirus 2
890f50e5-5f94-e511-814c-000c2902c387	Orbivirus trinidadense	RG2	3431254	Orbivirus trinidadense	Arkonam virus
890f50e5-5f94-e511-814c-000c2902c387	Orbivirus trinidadense	RG2	3431254	Orbivirus trinidadense	Gomoka virus
890f50e5-5f94-e511-814c-000c2902c387	Orbivirus trinidadense	RG2	3431254	Orbivirus trinidadense	Ieri virus
890f50e5-5f94-e511-814c-000c2902c387	Orbivirus trinidadense	RG2	3431254	Orbivirus trinidadense	Orbivirus trinidadense
89cc4b38-2e48-ee11-816a-0050568253d3	Thogotovirus ozense	RG3	2956525	Thogotovirus ozense	Oz virus
8a957daf-5f94-e511-814c-000c2902c387	Mastadenovirus bostertium	RG2	3241409	Mastadenovirus bostertium	Bovine adenovirus B
8a957daf-5f94-e511-814c-000c2902c387	Mastadenovirus bostertium	RG2	3241409	Mastadenovirus bostertium	Mastadenovirus bostertium
8afa56df-5f94-e511-814c-000c2902c387	Erythroparvovirus primate1	RG2	3052189	Erythroparvovirus primate1	Human parvovirus B19
8afa56df-5f94-e511-814c-000c2902c387	Erythroparvovirus primate1	RG2	3052189	Erythroparvovirus primate1	Primate erythroparvovirus 1
8b3547eb-5f94-e511-814c-000c2902c387	Betapolyomavirus secuhominis	RG2	1891763	Betapolyomavirus secuhominis	Human polyomavirus 2
8b3547eb-5f94-e511-814c-000c2902c387	Betapolyomavirus secuhominis	RG2	1891763	Betapolyomavirus secuhominis	JC polyomavirus
8c1f5fd9-5f94-e511-814c-000c2902c387	Alphapolyomavirus nonihominis	RG2	2955297	Alphapolyomavirus nonihominis	Human polyomavirus 9
8c2e3ef0-4b88-eb11-814a-0050568253d3	Aparavirus tauraense	RG1	3048357	Aparavirus tauraense	Taura syndrome virus
8c4d0c27-6094-e511-814c-000c2902c387	Megalocytivirus pagrus1 (Red sea bream iridovirus)	RG1	180170	Infectious spleen and kidney necrosis virus	Infectious spleen and kidney necrosis virus (Red sea bream iridovirus)
8c4d0c27-6094-e511-814c-000c2902c387	Megalocytivirus pagrus1 (Red sea bream iridovirus)	RG1	65424	Red seabream iridovirus	Megalocytivirus pagrus1 (Red sea bream iridovirus)
8c4d0c27-6094-e511-814c-000c2902c387	Megalocytivirus pagrus1 (Red sea bream iridovirus)	RG1	65424	Red seabream iridovirus	Red sea bream iridovirus
8cc8eb44-6094-e511-814c-000c2902c387	Orthopoxvirus volepox	RG2	3431488	Orthopoxvirus volepox	Orthopoxvirus volepox
8d051352-68da-e511-80e4-0050568253d3	Alphavirus onyong	RG2	3426312	Alphavirus onyong	Alphavirus onyong
8d051352-68da-e511-80e4-0050568253d3	Alphavirus onyong	RG2	3426312	Alphavirus onyong	O'nyong-nyong virus
8d37280f-6094-e511-814c-000c2902c387	Orthobunyavirus oribocaense	RG2	3052428	Orthobunyavirus oribocaense	Oriboca orthobunyavirus
8d37280f-6094-e511-814c-000c2902c387	Orthobunyavirus oribocaense	RG2	3052428	Orthobunyavirus oribocaense	Oriboca virus
8d5cf33e-6094-e511-814c-000c2902c387	Orbivirus umatillaense	RG2	3431255	Orbivirus umatillaense	Llano Seco virus
8d5cf33e-6094-e511-814c-000c2902c387	Orbivirus umatillaense	RG2	3431255	Orbivirus umatillaense	Minnal virus
8d5cf33e-6094-e511-814c-000c2902c387	Orbivirus umatillaense	RG2	3431255	Orbivirus umatillaense	Orbivirus umatillaense
8e5575b5-5f94-e511-814c-000c2902c387	Orthopoxvirus camelpox	RG2	3431480	Orthopoxvirus camelpox	Orthopoxvirus camelpox
8eb734fd-5f94-e511-814c-000c2902c387	Vesiculovirus maraba	RG2	1972574	Vesiculovirus maraba	Maraba vesiculovirus
8eb734fd-5f94-e511-814c-000c2902c387	Vesiculovirus maraba	RG2	1972574	Vesiculovirus maraba	Maraba virus
8ecaeb44-6094-e511-814c-000c2902c387	Betapolyomavirus quartihominis	RG2	1891765	Betapolyomavirus quartihominis	Human polyomavirus 4
8ecaeb44-6094-e511-814c-000c2902c387	Betapolyomavirus quartihominis	RG2	1891765	Betapolyomavirus quartihominis	Human polyomavirus WUV
8ecaeb44-6094-e511-814c-000c2902c387	Betapolyomavirus quartihominis	RG2	1891765	Betapolyomavirus quartihominis	WU polyomavirus
8f3747eb-5f94-e511-814c-000c2902c387	Orthonairovirus keterehense	RG2	3052524	Orthonairovirus keterehense	Keterah orthonairovirus
8f3747eb-5f94-e511-814c-000c2902c387	Orthonairovirus keterehense	RG2	3052524	Orthonairovirus keterehense	Keterah virus
8f643d43-4780-eb11-814a-0050568253d3	Ranavirus perca1	RG1	3432137	Ranavirus perca1	Ranavirus perca1
8f91e6dc-36cd-ef11-817e-0050568253d3	Orthoflavivirus nilense (West Nile virus NS5-E218A mutant strain)	RG2	3048448	Orthoflavivirus nilense	Orthoflavivirus nilense (West Nile virus NS5-E218A mutant strain)
8fae15d5-7f96-e911-8132-0050568253d3	Bourbon virus	RG3	1618189	Bourbon virus	Thogotovirus bourbonense
90181221-6094-e511-814c-000c2902c387	Protoparvovirus ungulate1	RG1	3052720	Protoparvovirus ungulate1	Porcine parvovirus
90181221-6094-e511-814c-000c2902c387	Protoparvovirus ungulate1	RG1	3052720	Protoparvovirus ungulate1	Ungulate protoparvovirus 1
905d3983-07e1-e711-8113-0050568253d3	Alphabaculovirus alteragsegetum	RG1	3047355	Alphabaculovirus alteragsegetum	Agrotis segetum nucleopolyhedrovirus B
911250e5-5f94-e511-814c-000c2902c387	Mammarenavirus ippyense	RG2	3052308	Mammarenavirus ippyense	Ippy mammarenavirus
911250e5-5f94-e511-814c-000c2902c387	Mammarenavirus ippyense	RG2	3052308	Mammarenavirus ippyense	Ippy virus
912c66c4-b2e1-e711-8113-0050568253d3	Alphabaculovirus hycuneae	RG1	3048149	Alphabaculovirus hycuneae	Hyphantria cunea nucleopolyhedrovirus
91f1fa38-6094-e511-814c-000c2902c387	Tibrovirus tibrogargan	RG2	1972584	Tibrovirus tibrogargan	Tibrogargan tibrovirus
91f1fa38-6094-e511-814c-000c2902c387	Tibrovirus tibrogargan	RG2	1972584	Tibrovirus tibrogargan	Tibrogargan virus
92967daf-5f94-e511-814c-000c2902c387	Aphthovirus reedi	RG1	3426400	Aphthovirus reedi	Aphthovirus reedi
92967daf-5f94-e511-814c-000c2902c387	Aphthovirus reedi	RG1	3426400	Aphthovirus reedi	Bovine rhinovirus 2
92967daf-5f94-e511-814c-000c2902c387	Aphthovirus reedi	RG1	693066	Bovine rhinitis B virus	Bovine rhinitis B virus
92975cd3-5f94-e511-814c-000c2902c387	Aurivirus haliotidmalaco1	RG1	3050290	Aurivirus haliotidmalaco1	Abalone herpesvirus
92975cd3-5f94-e511-814c-000c2902c387	Aurivirus haliotidmalaco1	RG1	3050290	Aurivirus haliotidmalaco1	Haliotid herpesvirus 1
94863203-6094-e511-814c-000c2902c387	Mopeia mammarenavirus	RG3	3052320	Mammarenavirus mopeiaense	Mopeia mammarenavirus
94863203-6094-e511-814c-000c2902c387	Mopeia mammarenavirus	RG3	3052320	Mammarenavirus mopeiaense	Mopeia virus
94916bc1-5f94-e511-814c-000c2902c387	Orthobunyavirus enseadaense	RG3	3052391	Orthobunyavirus enseadaense	Enseada orthobunyavirus
94916bc1-5f94-e511-814c-000c2902c387	Orthobunyavirus enseadaense	RG3	3052391	Orthobunyavirus enseadaense	Enseada virus
951d5fd9-5f94-e511-814c-000c2902c387	Hepatovirus ahepa	RG2	12092	Hepatovirus A	Hepatitis A virus
951d5fd9-5f94-e511-814c-000c2902c387	Hepatovirus ahepa	RG2	3407641	Hepatovirus ahepa	Hepatovirus ahepa
951e072d-6094-e511-814c-000c2902c387	Parechovirus cebokele	RG2	3431397	Parechovirus cebokele	Parechovirus cebokele
951e072d-6094-e511-814c-000c2902c387	Parechovirus cebokele	RG2	3431397	Parechovirus cebokele	Sebokele virus
9593ff32-6094-e511-814c-000c2902c387	Leporipoxvirus squirrelfibroma	RG1	3430369	Leporipoxvirus squirrelfibroma	Leporipoxvirus squirrelfibroma
95effa38-6094-e511-814c-000c2902c387	Orthobunyavirus tahynaense	RG2	3052445	Orthobunyavirus tahynaense	Tahyna orthobunyavirus
95effa38-6094-e511-814c-000c2902c387	Orthobunyavirus tahynaense	RG2	3052445	Orthobunyavirus tahynaense	Tahyna virus
95f0fa38-6094-e511-814c-000c2902c387	Orthoflavivirus tembusu	RG2	3048360	Orthoflavivirus tembusu	Tembusu virus
961150e5-5f94-e511-814c-000c2902c387	Alphainfluenzavirus influenzae H3N2	RG2	119210	H3N2 subtype	Alphainfluenzavirus influenzae H3N2
96ab899d-5f94-e511-814c-000c2902c387	Mammarenavirus allpahuayoense	RG3	144752	Mammarenavirus allpahuayoense	Allpahuayo mammarenavirus
96ab899d-5f94-e511-814c-000c2902c387	Mammarenavirus allpahuayoense	RG3	144752	Mammarenavirus allpahuayoense	Allpahuayo virus
96c46dbb-5f94-e511-814c-000c2902c387	Tibrovirus coastal	RG3	1972586	Tibrovirus coastal	Coastal Plains tibrovirus
96c46dbb-5f94-e511-814c-000c2902c387	Tibrovirus coastal	RG3	1972586	Tibrovirus coastal	Coastal Plains virus
96e13cf7-5f94-e511-814c-000c2902c387	Orthobunyavirus kernense	RG2	3052405	Orthobunyavirus kernense	Main Drain orthobunyavirus
96e13cf7-5f94-e511-814c-000c2902c387	Orthobunyavirus kernense	RG2	3052405	Orthobunyavirus kernense	Main Drain virus
971050e5-5f94-e511-814c-000c2902c387	Alphainfluenzavirus influenzae A/Puerto Rico/8/1934 (H1N1)	RG2	114727	H1N1 subtype	Alphainfluenzavirus influenzae A/Puerto Rico/8/1934 (H1N1)
971050e5-5f94-e511-814c-000c2902c387	Alphainfluenzavirus influenzae A/Puerto Rico/8/1934 (H1N1)	RG2	114727	H1N1 subtype	H1N1
971050e5-5f94-e511-814c-000c2902c387	Alphainfluenzavirus influenzae A/Puerto Rico/8/1934 (H1N1)	RG2	114727	H1N1 subtype	H1N1 subtype
971050e5-5f94-e511-814c-000c2902c387	Alphainfluenzavirus influenzae A/Puerto Rico/8/1934 (H1N1)	RG2	114727	H1N1 subtype	Influenza A /Puerto Rico/8/1934 (H1N1)
971050e5-5f94-e511-814c-000c2902c387	Alphainfluenzavirus influenzae A/Puerto Rico/8/1934 (H1N1)	RG2	114727	H1N1 subtype	Influenza A virus (A/PR8/34 (H1N1))
9730bdf5-fbe3-e711-8113-0050568253d3	Alphabaculovirus splittoralis	RG1	3048336	Alphabaculovirus splittoralis	Spodoptera littoralis nucleopolyhedrovirus
975df33e-6094-e511-814c-000c2902c387	Orthopoxvirus vaccinia	RG2	10245	Orthopoxvirus vaccinia	Buffalopox virus
975df33e-6094-e511-814c-000c2902c387	Orthopoxvirus vaccinia	RG2	10245	Orthopoxvirus vaccinia	Orthopoxvirus vaccinia
975df33e-6094-e511-814c-000c2902c387	Orthopoxvirus vaccinia	RG2	10245	Orthopoxvirus vaccinia	Rabbitpox virus
977b181b-6094-e511-814c-000c2902c387	Mammarenavirus piritalense	RG3	3052324	Mammarenavirus piritalense	Pirital mammarenavirus
977b181b-6094-e511-814c-000c2902c387	Mammarenavirus piritalense	RG3	3052324	Mammarenavirus piritalense	Pirital virus
98c9eb44-6094-e511-814c-000c2902c387	Alphavirus aura	RG3	3426293	Alphavirus aura	Alphavirus aura
993647eb-5f94-e511-814c-000c2902c387	Orthoflavivirus jutiapaense	RG2	3048164	Orthoflavivirus jutiapaense	Jutiapa virus
99853203-6094-e511-814c-000c2902c387	Parahenipavirus mojiangense	RG4	3052224	Parahenipavirus mojiangense	Henipavirus mojiangense
99853203-6094-e511-814c-000c2902c387	Parahenipavirus mojiangense	RG4	3052224	Parahenipavirus mojiangense	Mojiang henipavirus
99853203-6094-e511-814c-000c2902c387	Parahenipavirus mojiangense	RG4	3052224	Parahenipavirus mojiangense	Mojiang paramyxovirus
99853203-6094-e511-814c-000c2902c387	Parahenipavirus mojiangense	RG4	3052224	Parahenipavirus mojiangense	Mojiang virus
99853203-6094-e511-814c-000c2902c387	Parahenipavirus mojiangense	RG4	3052224	Parahenipavirus mojiangense	Parahenipavirus mojiangense
99d29a61-1adc-e611-8103-0050568253d3	Enterovirus alphacoxsackie	RG2	3428500	Enterovirus alphacoxsackie	Enterovirus alphacoxsackie
9a2b7fa9-5f94-e511-814c-000c2902c387	Ephemerovirus berrimah	RG3	1972594	Ephemerovirus berrimah	Berrimah ephemerovirus
9a2b7fa9-5f94-e511-814c-000c2902c387	Ephemerovirus berrimah	RG3	1972594	Ephemerovirus berrimah	Berrimah virus
9a5bf33e-6094-e511-814c-000c2902c387	Avastrovirus meleagridis	RG2	3426507	Avastrovirus meleagridis	Avastrovirus 1
9a5bf33e-6094-e511-814c-000c2902c387	Avastrovirus meleagridis	RG2	3426507	Avastrovirus meleagridis	Avastrovirus meleagridis
9a85be07-67ff-eb11-8150-0050568253d3	Negevirus	RG1	1170427	Santana virus	Santana virus
9a85be07-67ff-eb11-8150-0050568253d3	Negevirus	RG1	1265748	Ngewotan virus	Ngewotan virus
9a85be07-67ff-eb11-8150-0050568253d3	Negevirus	RG1	1307798	Negevirus	Brejeira virus
9a85be07-67ff-eb11-8150-0050568253d3	Negevirus	RG1	1307798	Negevirus	Dezidougou virus
9a85be07-67ff-eb11-8150-0050568253d3	Negevirus	RG1	1307798	Negevirus	Loreto virus
9a85be07-67ff-eb11-8150-0050568253d3	Negevirus	RG1	1307798	Negevirus	Negev virus
9a85be07-67ff-eb11-8150-0050568253d3	Negevirus	RG1	1307798	Negevirus	Piura virus
9a85be07-67ff-eb11-8150-0050568253d3	Negevirus	RG1	1307798	Negevirus	Wallerfield virus
9a85be07-67ff-eb11-8150-0050568253d3	Negevirus	RG1	1955175	Cordoba virus	Cordoba virus
9a85be07-67ff-eb11-8150-0050568253d3	Negevirus	RG1	1955196	Big Cypress virus	Big Cypress virus
9a85be07-67ff-eb11-8150-0050568253d3	Negevirus	RG1	1955197	Biratnagar virus	Biratnagar virus
9a85be07-67ff-eb11-8150-0050568253d3	Negevirus	RG1	1955199	San Bernardo virus	San Bernardo virus
9adf3cf7-5f94-e511-814c-000c2902c387	Mammarenavirus lujoense	RG4	3052314	Mammarenavirus lujoense	Lujo mammarenavirus
9adf3cf7-5f94-e511-814c-000c2902c387	Mammarenavirus lujoense	RG4	3052314	Mammarenavirus lujoense	Lujo virus
9afc69c7-5f94-e511-814c-000c2902c387	Lentivirus felimdef	RG1	3418649	Lentivirus felimdef	Lentivirus felimdef
9bc16dbb-5f94-e511-814c-000c2902c387	Orthoflavivirus careyense	RG2	3047725	Orthoflavivirus careyense	Carey Island virus
9bc36dbb-5f94-e511-814c-000c2902c387	Alphavirus chikungunya	RG3	3426298	Alphavirus chikungunya	Alphavirus chikungunya
9c6f2a09-6094-e511-814c-000c2902c387	Orthoavulavirus javaense	RG2	2560319	avian paramyxovirus 1	Newcastle disease virus
9c6f2a09-6094-e511-814c-000c2902c387	Orthoavulavirus javaense	RG2	3051375	Orthoavulavirus javaense	Avian avulavirus 1
9c6f2a09-6094-e511-814c-000c2902c387	Orthoavulavirus javaense	RG2	3051375	Orthoavulavirus javaense	Avian orthoavulavirus 1
9c6f2a09-6094-e511-814c-000c2902c387	Orthoavulavirus javaense	RG2	3051375	Orthoavulavirus javaense	Avian paramyxovirus 1
9c8982a3-5f94-e511-814c-000c2902c387	Orthohantavirus asamaense	RG3	1980457	Orthohantavirus asamaense	Asama orthohantavirus
9c8982a3-5f94-e511-814c-000c2902c387	Orthohantavirus asamaense	RG3	1980457	Orthohantavirus asamaense	Asama virus
9c906bc1-5f94-e511-814c-000c2902c387	Lyssavirus duvenhage	RG3	38767	Lyssavirus duvenhage	Duvenhage lyssavirus
9c906bc1-5f94-e511-814c-000c2902c387	Lyssavirus duvenhage	RG3	38767	Lyssavirus duvenhage	Duvenhage virus
9d2a7fa9-5f94-e511-814c-000c2902c387	Orthobunyavirus bakauense	RG2	3052370	Orthobunyavirus bakauense	Bakau orthobunyavirus
9d2a7fa9-5f94-e511-814c-000c2902c387	Orthobunyavirus bakauense	RG2	3052370	Orthobunyavirus bakauense	Bakau virus
9d5775b5-5f94-e511-814c-000c2902c387	Orthobunyavirus capimense	RG2	3052386	Orthobunyavirus capimense	Capim orthobunyavirus
9d5775b5-5f94-e511-814c-000c2902c387	Orthobunyavirus capimense	RG2	3052386	Orthobunyavirus capimense	Capim virus
9daecd73-8456-ef11-8178-0050568253d3	Alphainfluenzavirus influenzae H3N8 (canine)	RG2	119211	H3N8 subtype	Alphainfluenzavirus influenzae H3N8 (canine)
9daecd73-8456-ef11-8178-0050568253d3	Alphainfluenzavirus influenzae H3N8 (canine)	RG2	119211	H3N8 subtype	Influenza A virus H3N8
9daecd73-8456-ef11-8178-0050568253d3	Alphainfluenzavirus influenzae H3N8 (canine)	RG2	119211	H3N8 subtype	Influenza A virus H3N8 (canine)
9ead3722-9ead-ef11-817c-0050568253d3	Alphainfluenzavirus influenzae H6N5	RG2	184006	H6N5 subtype	Alphainfluenzavirus influenzae H6N5
9f8882a3-5f94-e511-814c-000c2902c387	Mammarenavirus amapariense	RG2	3052296	Mammarenavirus amapariense	Amapari mammarenavirus
9f8882a3-5f94-e511-814c-000c2902c387	Mammarenavirus amapariense	RG2	3052296	Mammarenavirus amapariense	Amapari virus
9f8882a3-5f94-e511-814c-000c2902c387	Mammarenavirus amapariense	RG2	3052296	Mammarenavirus amapariense	Serra do Navio mammarenavirus
9ffd2fc3-183d-ea11-813c-0050568253d3	Betacoronavirus pandemicum (severe acute respiratory syndrome coronavirus 2)	RG2	2697049	Severe acute respiratory syndrome coronavirus 2	2019 nCoV
9ffd2fc3-183d-ea11-813c-0050568253d3	Betacoronavirus pandemicum (severe acute respiratory syndrome coronavirus 2)	RG2	2697049	Severe acute respiratory syndrome coronavirus 2	SARS-CoV-2
a03747eb-5f94-e511-814c-000c2902c387	Ledantevirus keuraliba	RG2	1978538	Ledantevirus keuraliba	Keuraliba ledantevirus
a03747eb-5f94-e511-814c-000c2902c387	Ledantevirus keuraliba	RG2	1978538	Ledantevirus keuraliba	Keuraliba virus
a1382115-6094-e511-814c-000c2902c387	Orbivirus palyamense	RG2	3431251	Orbivirus palyamense	Bunyip Creek virus
a1382115-6094-e511-814c-000c2902c387	Orbivirus palyamense	RG2	3431251	Orbivirus palyamense	CSIRO Village virus
a1382115-6094-e511-814c-000c2902c387	Orbivirus palyamense	RG2	3431251	Orbivirus palyamense	D'Aguilar virus
a1382115-6094-e511-814c-000c2902c387	Orbivirus palyamense	RG2	3431251	Orbivirus palyamense	Orbivirus palyamense
a22c5fef-9de1-e711-8113-0050568253d3	Alphabaculovirus capomonae	RG1	3047737	Alphabaculovirus capomonae	Catopsilia pomona nucleopolyhedrovirus
a2c8eb44-6094-e511-814c-000c2902c387	Vesiculovirus newjersey	RG2	1972578	Vesiculovirus newjersey	New Jersey vesiculovirus
a2c8eb44-6094-e511-814c-000c2902c387	Vesiculovirus newjersey	RG2	1972578	Vesiculovirus newjersey	Vesicular stomatitis New Jersey virus
a34f274c-251c-ee11-8169-0050568253d3	Alphainfluenzavirus influenzae H5N5	RG3	465975	H5N5 subtype	Alphainfluenzavirus influenzae H5N5
a48f6bc1-5f94-e511-814c-000c2902c387	Thogotovirus dhoriense	RG3	11318	Thogotovirus dhoriense	Dhori thogotovirus
a48f6bc1-5f94-e511-814c-000c2902c387	Thogotovirus dhoriense	RG3	11318	Thogotovirus dhoriense	Dhori virus
a4b91109-02e4-e711-8113-0050568253d3	Betabaculovirus lacoleraceae	RG1	3048171	Betabaculovirus lacoleraceae	Lacanobia oleracea granulovirus
a4caeb44-6094-e511-814c-000c2902c387	Orthobunyavirus wyeomyiae	RG2	3052456	Orthobunyavirus wyeomyiae	Wyeomyia orthobunyavirus
a4caeb44-6094-e511-814c-000c2902c387	Orthobunyavirus wyeomyiae	RG2	3052456	Orthobunyavirus wyeomyiae	Wyeomyia virus
a61e072d-6094-e511-814c-000c2902c387	Orthobunyavirus sedlecense	RG2	3052438	Orthobunyavirus sedlecense	Sedlec virus
a74f0c27-6094-e511-814c-000c2902c387	Orthoflavivirus encephalitidis	RG4	11092	Kumlinge virus	Kumlinge virus
a74f0c27-6094-e511-814c-000c2902c387	Orthoflavivirus encephalitidis	RG4	11094	Negishi virus	Negishi virus
a74f0c27-6094-e511-814c-000c2902c387	Orthoflavivirus encephalitidis	RG4	3052465	Orthoflavivirus encephalitidis	Tick-borne encephalitis virus
a74f0c27-6094-e511-814c-000c2902c387	Orthoflavivirus encephalitidis	RG4	64316	Russian Spring-Summer encephalitis virus	Russian spring-summer encephalitis virus
a74f0c27-6094-e511-814c-000c2902c387	Orthoflavivirus encephalitidis	RG4	70733	Tick-borne encephalitis virus (strain HYPR)	Hypr virus
a77c181b-6094-e511-814c-000c2902c387	Gammaretrovirus porConc	RG1	3428960	Gammaretrovirus porConc	Gammaretrovirus porConc
a77c181b-6094-e511-814c-000c2902c387	Gammaretrovirus porConc	RG1	3428960	Gammaretrovirus porConc	Porcine endogenous retrovirus
a78982a3-5f94-e511-814c-000c2902c387	Ash River virus	RG3	466216	Ash River virus	Ash River virus
a7c26dbb-5f94-e511-814c-000c2902c387	Vesiculovirus chandipura	RG3	1972576	Vesiculovirus chandipura	Chandipura vesiculovirus
a7c26dbb-5f94-e511-814c-000c2902c387	Vesiculovirus chandipura	RG3	1972576	Vesiculovirus chandipura	Chandipura virus
a82a7fa9-5f94-e511-814c-000c2902c387	Baku virus	RG2	1484571	Baku virus	Baku virus
a97341f1-5f94-e511-814c-000c2902c387	Mammarenavirus latinum	RG2	3052311	Mammarenavirus latinum	Latino mammarenavirus
